,account_type,mun_code,account_type,label,total_amount,Province,Latitude,Longitude
2014,AUDA,EC157,King Sabata Dalindyebo,Total,88821403,Eastern Cape,29.6962677,29.6962677
2014,AUDA,EC441,Matatiele,Total,12062921,Eastern Cape,28.8130675,28.8130675
2014,AUDA,EC442,Umzimvubu,Total,901225,Eastern Cape,28.5797981,28.5797981
2014,AUDA,EC443,Mbizana,Total,18658490,Eastern Cape,28.7664408,28.7664408
2014,AUDA,EC444,Ntabankulu,Total,6165163,Eastern Cape,28.9528645,28.9528645
2014,AUDA,FS161,Letsemeng,Total,10107197,Eastern Cape,29.8566142,29.8566142
2014,AUDA,FS162,Kopanong,Total,76675694,Eastern Cape,29.2785638,29.2785638
2014,AUDA,FS163,Mohokare,Total,23685662,Free State,25.094045,25.094045
2014,AUDA,FS164,Naledi,Total,6894055,Free State,25.4733554,25.4733554
2014,AUDA,FS181,Masilonyana,Total,20213193,Free State,26.9852422,26.9852422
2014,AUDA,FS182,Tokologo,Total,14117123,Free State,24.7142918,24.7142918
2014,AUDA,FS183,Tswelopele,Total,6664178,Free State,26.6081653,26.6081653
2014,AUDA,FS184,Matjhabeng,Total,1384652486,Free State,25.4733554,25.4733554
2014,AUDA,FS185,Nala,Total,177443895,Free State,25.9467997,25.9467997
2014,AUDA,FS192,Dihlabeng,Total,85053828,Free State,26.8910342,26.8910342
2014,AUDA,FS193,Nketoana,Total,88310347,Free State,26.5137964,26.5137964
2014,AUDA,FS195,Phumelela,Total,64978618,Free State,28.2058768,28.2058768
2014,AUDA,FS196,Mantsopa,Total,42675693,Free State,28.4318311,28.4318311
2014,AUDA,FS201,Moqhaka,Total,77178095,Free State,29.2320784,29.2320784
2014,AUDA,FS204,Metsimaholo,Total,129254641,Free State,27.2676116,27.2676116
2014,AUDA,FS205,Mafube,Total,171009712,Free State,27.2676116,27.2676116
2014,AUDA,GT421,Emfuleni,Total,486203122,Free State,27.8277881,27.8277881
2014,AUDA,GT422,Midvaal,Total,51590889,Free State,28.5797981,28.5797981
2014,AUDA,GT423,Lesedi,Total,52011887,Gauteng,27.784246,27.784246
2014,AUDA,GT481,Mogale City,Total,438022295,Gauteng,28.0654445,28.0654445
2014,AUDA,GT482,Randfontein,Total,220574200,Gauteng,28.4396756,28.4396756
2014,AUDA,JHB,City of Johannesburg,Total,9023360000,Gauteng,27.5965403,27.5965403
2014,AUDA,KZN211,Vulamehlo,Total,0,Gauteng,27.6786847,27.6786847
2014,AUDA,KZN212,Umdoni,Total,9948127,Gauteng,27.9717606,27.9717606
2014,AUDA,KZN213,Umzumbe,Total,8650,KwaZulu-Natal,30.5739579,30.5739579
2014,AUDA,KZN214,uMuziwabantu,Total,557845,KwaZulu-Natal,30.6890055,30.6890055
2014,AUDA,KZN215,Ezingoleni,Total,2872917,KwaZulu-Natal,30.5928401,30.5928401
2014,AUDA,KZN216,Ray Nkonyeni,Total,0,KwaZulu-Natal,29.9277947,29.9277947
2014,AUDA,KZN221,uMshwathi,Total,4765746,KwaZulu-Natal,30.182022,30.182022
2014,AUDA,KZN222,uMngeni,Total,11929705,KwaZulu-Natal,30.3639319,30.3639319
2014,AUDA,KZN223,Mpofana,Total,447156,KwaZulu-Natal,30.3204873,30.3204873
2014,AUDA,KZN224,Impendle,Total,0,KwaZulu-Natal,30.5743164,30.5743164
2014,AUDA,KZN225,The Msunduzi,Total,502451432,KwaZulu-Natal,30.112735,30.112735
2014,AUDA,KZN226,Mkhambathini,Total,641292,KwaZulu-Natal,30.112735,30.112735
2014,AUDA,KZN232,Emnambithi/Ladysmith,Total,52876982,KwaZulu-Natal,29.8352303,29.8352303
2014,AUDA,KZN233,Indaka,Total,5929956,KwaZulu-Natal,30.3824842,30.3824842
2014,AUDA,KZN234,Umtshezi,Total,40074951,KwaZulu-Natal,30.5739579,30.5739579
2014,AUDA,KZN235,Okhahlamba,Total,21943427,KwaZulu-Natal,29.7807856,29.7807856
2014,AUDA,KZN236,Imbabazane,Total,78120,KwaZulu-Natal,30.107222,30.107222
2014,AUDA,KZN241,Endumeni,Total,26364757,KwaZulu-Natal,30.0202964,30.0202964
2014,AUDA,KZN242,Nqutu,Total,4349992,KwaZulu-Natal,29.3250347,29.3250347
2014,AUDA,KZN244,Msinga,Total,2460591,KwaZulu-Natal,29.6864574,29.6864574
2014,AUDA,KZN245,Umvoti,Total,49719945,KwaZulu-Natal,30.2343393,30.2343393
2014,AUDA,KZN252,Newcastle,Total,317754754,KwaZulu-Natal,30.6746303,30.6746303
2014,AUDA,KZN253,Emadlangeni,Total,2453915,KwaZulu-Natal,30.4357631,30.4357631
2014,AUDA,KZN254,Dannhauser,Total,996353,KwaZulu-Natal,30.6199895,30.6199895
2014,AUDA,KZN261,eDumbe,Total,13591210,KwaZulu-Natal,29.9971769,29.9971769
2014,AUDA,KZN262,uPhongolo,Total,537956,KwaZulu-Natal,30.315775,30.315775
2014,AUDA,KZN263,Abaqulusi,Total,22611266,KwaZulu-Natal,30.0202964,30.0202964
2014,AUDA,KZN265,Nongoma,Total,5454585,KwaZulu-Natal,30.8039474,30.8039474
2014,AUDA,KZN272,Jozini,Total,5552757,KwaZulu-Natal,31.5370003,31.5370003
2014,AUDA,KZN273,The Big 5 False Bay,Total,6292677,KwaZulu-Natal,30.9876321,30.9876321
2014,AUDA,KZN274,Hlabisa,Total,9538874,KwaZulu-Natal,31.7195459,31.7195459
2014,AUDA,KZN275,Mtubatuba,Total,7588159,KwaZulu-Natal,32.0650697,32.0650697
2014,AUDA,KZN281,Mfolozi,Total,9502140,KwaZulu-Natal,32.3107517,32.3107517
2014,AUDA,KZN282,uMhlathuze,Total,339257657,KwaZulu-Natal,31.8648002,31.8648002
2014,AUDA,KZN283,Ntambanana,Total,1571129,KwaZulu-Natal,32.2880726,32.2880726
2014,AUDA,KZN284,uMlalazi,Total,234436301,KwaZulu-Natal,32.259717,32.259717
2014,AUDA,KZN285,Mthonjaneni,Total,608686,KwaZulu-Natal,31.947311,31.947311
2014,AUDA,KZN286,Nkandla,Total,12230642,KwaZulu-Natal,31.7394939,31.7394939
2014,AUDA,KZN291,Mandeni,Total,1083474,KwaZulu-Natal,31.4913182,31.4913182
2014,AUDA,KZN292,KwaDukuza,Total,172631807,KwaZulu-Natal,31.3998995,31.3998995
2014,AUDA,KZN293,Ndwedwe,Total,2405793,KwaZulu-Natal,31.0894002,31.0894002
2014,AUDA,KZN294,Maphumulo,Total,14170540,KwaZulu-Natal,31.4684703,31.4684703
2014,AUDA,KZN432,Kwa Sani,Total,12721857,KwaZulu-Natal,31.2892229,31.2892229
2014,AUDA,KZN433,Greater Kokstad,Total,4416525,KwaZulu-Natal,30.9417368,30.9417368
2014,AUDA,KZN434,Ubuhlebezwe,Total,807170,KwaZulu-Natal,31.03351,31.03351
2014,AUDA,KZN435,Umzimkhulu,Total,167223876,KwaZulu-Natal,29.5107708,29.5107708
2014,AUDA,LIM331,Greater Giyani,Total,0,KwaZulu-Natal,29.3714909,29.3714909
2014,AUDA,LIM332,Greater Letaba,Total,17629911,KwaZulu-Natal,30.0665236,30.0665236
2014,AUDA,LIM333,Greater Tzaneen,Total,1105961,KwaZulu-Natal,29.6962677,29.6962677
2014,AUDA,LIM335,Maruleng,Total,81870,Limpopo,30.8039474,30.8039474
2014,AUDA,LIM341,Musina,Total,37105456,Limpopo,30.2974199,30.2974199
2014,AUDA,LIM342,Mutale,Total,1867455,Limpopo,30.0665236,30.0665236
2014,AUDA,LIM343,Thulamela,Total,4163760,Limpopo,30.9576681,30.9576681
2014,AUDA,LIM351,Blouberg,Total,10920493,Limpopo,29.6962677,29.6962677
2014,AUDA,LIM352,Aganang,Total,9020950,Limpopo,30.8039474,30.8039474
2014,AUDA,LIM353,Molemole,Total,0,Limpopo,30.6199895,30.6199895
2014,AUDA,LIM354,Polokwane,Total,134172564,Limpopo,28.9950702,28.9950702
2014,AUDA,LIM361,Thabazimbi,Total,207151611,Limpopo,29.0925356,29.0925356
2014,AUDA,LIM364,Mookgopong,Total,50972161,Limpopo,29.6962677,29.6962677
2014,AUDA,LIM365,Modimolle,Total,4157845,Limpopo,29.4485367,29.4485367
2014,AUDA,LIM366,Bela-Bela,Total,21399,Limpopo,27.3616476,27.3616476
2014,AUDA,LIM471,Ephraim Mogale,Total,2605082,Limpopo,28.7664408,28.7664408
2014,AUDA,LIM472,Elias Motsoaledi,Total,0,Limpopo,28.2058768,28.2058768
2014,AUDA,LIM475,Greater Tubatse,Total,38895325,Limpopo,28.2526623,28.2526623
2014,AUDA,MAN,Mangaung,Total,745758553,Limpopo,29.3250347,29.3250347
2014,AUDA,MP301,Chief Albert Luthuli,Total,34206945,Limpopo,29.3949458,29.3949458
2014,AUDA,MP302,Msukaligwa,Total,183682805,Limpopo,30.2512728,30.2512728
2014,AUDA,MP303,Mkhondo,Total,111029213,Free State,26.3249438,26.3249438
2014,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total,27213081,Mpumalanga,30.3325113,30.3325113
2014,AUDA,MP313,Steve Tshwete,Total,149437318,Mpumalanga,30.0665236,30.0665236
2014,AUDA,MP314,Emakhazeni,Total,39530790,Mpumalanga,30.6199895,30.6199895
2014,AUDA,MP315,Thembisile,Total,150858073,Mpumalanga,29.8815203,29.8815203
2014,AUDA,MP316,Dr JS Moroka,Total,100630633,Mpumalanga,29.4681751,29.4681751
2014,AUDA,MP321,Thaba Chweu,Total,345314024,Mpumalanga,30.0665236,30.0665236
2014,AUDA,MP322,Mbombela,Total,120563000,Mpumalanga,28.9062794,28.9062794
2014,AUDA,MP323,Umjindi,Total,33566202,Mpumalanga,28.8130675,28.8130675
2014,AUDA,MP325,Bushbuckridge,Total,495948071,Mpumalanga,30.7791913,30.7791913
2014,AUDA,NC061,Richtersveld,Total,3522218,Mpumalanga,31.03351,31.03351
2014,AUDA,NC062,Nama Khoi,Total,112468935,Mpumalanga,31.1710389,31.1710389
2014,AUDA,NC064,Kamiesberg,Total,29378155,Northern Cape,17.1011931,17.1011931
2014,AUDA,NC065,Hantam,Total,6231277,Northern Cape,17.8583868,17.8583868
2014,AUDA,NC066,Karoo Hoogland,Total,6988165,Northern Cape,17.8583868,17.8583868
2014,AUDA,NC071,Ubuntu,Total,11595974,Northern Cape,19.949686,19.949686
2014,AUDA,NC072,Umsobomvu,Total,18278897,Northern Cape,20.902977,20.902977
2014,AUDA,NC073,Emthanjeni,Total,14531822,Northern Cape,23.1918021,23.1918021
2014,AUDA,NC074,Kareeberg,Total,0,Northern Cape,24.9991464,24.9991464
2014,AUDA,NC075,Renosterberg,Total,24535057,Northern Cape,24.0087533,24.0087533
2014,AUDA,NC076,Thembelihle,Total,18175954,Northern Cape,22.047637,22.047637
2014,AUDA,NC078,Siyancuma,Total,18326771,Northern Cape,24.3341432,24.3341432
2014,AUDA,NC081,Mier,Total,8538924,Northern Cape,23.8584737,23.8584737
2014,AUDA,NC083,//Khara Hais,Total,64489854,Northern Cape,23.4776098,23.4776098
2014,AUDA,NC084,!Kheis,Total,4508035,Northern Cape,20.2832217,20.2832217
2014,AUDA,NC091,Sol Plaatjie,Total,134229718,Northern Cape,21.242665,21.242665
2014,AUDA,NC092,Dikgatlong,Total,3843578,Northern Cape,21.6660725,21.6660725
2014,AUDA,NC093,Magareng,Total,39766032,Northern Cape,24.6667939,24.6667939
2014,AUDA,NC451,Joe Morolong,Total,25600523,Northern Cape,24.5197,24.5197
2014,AUDA,NC452,Ga-Segonyana,Total,8384771,Northern Cape,24.7617836,24.7617836
2014,AUDA,NMA,Nelson Mandela Bay,Total,1096388824,Northern Cape,23.287085,23.287085
2014,AUDA,NW372,Local Municipality of Madibeng,Total,123224838,Northern Cape,23.4776098,23.4776098
2014,AUDA,NW373,Rustenburg,Total,1854649,Eastern Cape,25.5681084,25.5681084
2014,AUDA,NW374,Kgetlengrivier,Total,23550224,North West,27.8311428,27.8311428
2014,AUDA,NW375,Moses Kotane,Total,67995941,North West,27.2676116,27.2676116
2014,AUDA,NW381,Ratlou,Total,2348229,North West,26.8910342,26.8910342
2014,AUDA,NW382,Tswaing,Total,95729910,North West,26.8910342,26.8910342
2014,AUDA,NW383,Mafikeng,Total,247314198,North West,24.9991464,24.9991464
2014,AUDA,NW384,Ditsobotla,Total,65129562,North West,25.7575196,25.7575196
2014,AUDA,NW385,Ramotshere Moiloa,Total,36483218,North West,25.5681084,25.5681084
2014,AUDA,NW392,Naledi,Total,205982466,North West,26.1359431,26.1359431
2014,AUDA,NW393,Mamusa,Total,79472331,North West,26.10005,26.10005
2014,AUDA,NW394,Greater Taung,Total,1060,North West,24.7142918,24.7142918
2014,AUDA,NW396,Lekwa-Teemane,Total,180849275,North West,25.3785719,25.3785719
2014,AUDA,NW401,Ventersdorp,Total,67165873,North West,24.2390498,24.2390498
2014,AUDA,NW403,City of Matlosana,Total,145526297,North West,25.3785719,25.3785719
2014,AUDA,NW404,Maquassi Hills,Total,107223091,North West,26.8910342,26.8910342
2014,AUDA,TSH,City of Tshwane,Total,5538333691,North West,26.5137964,26.5137964
2014,AUDA,WC011,Matzikama,Total,19628944,North West,26.1359431,26.1359431
2014,AUDA,WC012,Cederberg,Total,50972394,Gauteng,28.3929417,28.3929417
2014,AUDA,WC013,Bergrivier,Total,10688633,Western Cape,18.5225709,18.5225709
2014,AUDA,WC014,Saldanha Bay,Total,94013719,Western Cape,19.0118251,19.0118251
2014,AUDA,WC015,Swartland,Total,54410917,Western Cape,18.7125791,18.7125791
2014,AUDA,WC022,Witzenberg,Total,6379414,Western Cape,18.1903059,18.1903059
2014,AUDA,WC023,Drakenstein,Total,181701203,Western Cape,18.6624903,18.6624903
2014,AUDA,WC024,Stellenbosch,Total,103064907,Western Cape,19.2831531,19.2831531
2014,AUDA,WC025,Breede Valley,Total,91750538,Western Cape,19.04532,19.04532
2014,AUDA,WC026,Langeberg,Total,33638906,Western Cape,18.9502232,18.9502232
2014,AUDA,WC031,Theewaterskloof,Total,42055324,Western Cape,19.4735066,19.4735066
2014,AUDA,WC032,Overstrand,Total,28643986,Western Cape,27.812138,27.812138
2014,AUDA,WC033,Cape Agulhas,Total,3199841,Western Cape,19.4252453,19.4252453
2014,AUDA,WC034,Swellendam,Total,13748767,Western Cape,19.4259114,19.4259114
2014,AUDA,WC042,Hessequa,Total,30364649,Western Cape,20.0449662,20.0449662
2014,AUDA,WC044,George,Total,53885543,Western Cape,20.7185132,20.7185132
2014,AUDA,WC045,Oudtshoorn,Total,2995954,Western Cape,21.1891151,21.1891151
2014,AUDA,WC048,Knysna,Total,23530573,Western Cape,22.4768287,22.4768287
2014,AUDA,WC052,Prince Albert,Total,5888742,Western Cape,22.1430215,22.1430215
2014,AUDA,WC053,Beaufort West,Total,26638801,Western Cape,23.049842,23.049842
2015,AUDA,BUF,Buffalo City,Total,535179090,Western Cape,22.047637,22.047637
2015,AUDA,CPT,City of Cape Town,Total,2263827793,Western Cape,22.8105512,22.8105512
2015,AUDA,DC1,West Coast,Total,27721400,Eastern Cape,27.6434844,27.6434844
2015,AUDA,DC10,Cacadu,Total,46610,Western Cape,18.4680927,18.4680927
2015,AUDA,DC12,Amathole,Total,346357867,Western Cape,18.6175626,18.6175626
2015,AUDA,DC13,Chris Hani,Total,54822698,Eastern Cape,25.6223644,25.6223644
2015,AUDA,DC14,Joe Gqabi,Total,79331616,Eastern Cape,27.3616476,27.3616476
2015,AUDA,DC16,Xhariep,Total,5678208,Eastern Cape,26.7967849,26.7967849
2015,AUDA,DC18,Lejweleputswa,Total,8733609,Eastern Cape,26.9852422,26.9852422
2015,AUDA,DC19,Thabo Mofutsanyane,Total,34189479,Free State,25.2837585,25.2837585
2015,AUDA,DC2,Cape Winelands,Total,1793366,Free State,26.2304616,26.2304616
2015,AUDA,DC20,Fezile Dabi,Total,0,Free State,28.299435,28.299435
2015,AUDA,DC21,Ugu,Total,149871899,Western Cape,19.7591675,19.7591675
2015,AUDA,DC22,Umgungundlovu,Total,47930575,Free State,27.7373373,27.7373373
2015,AUDA,DC23,Uthukela,Total,179196109,KwaZulu-Natal,30.2512728,30.2512728
2015,AUDA,DC24,Umzinyathi,Total,52721279,KwaZulu-Natal,30.3435506,30.3435506
2015,AUDA,DC25,Amajuba,Total,66329508,KwaZulu-Natal,29.6035495,29.6035495
2015,AUDA,DC26,Zululand,Total,132666796,KwaZulu-Natal,30.6199895,30.6199895
2015,AUDA,DC27,Umkhanyakude,Total,165570316,KwaZulu-Natal,30.0665236,30.0665236
2015,AUDA,DC28,Uthungulu,Total,186688406,KwaZulu-Natal,31.4456179,31.4456179
2015,AUDA,DC29,iLembe,Total,107537714,KwaZulu-Natal,32.5372741,32.5372741
2015,AUDA,DC3,Overberg,Total,725501,KwaZulu-Natal,31.5370003,31.5370003
2015,AUDA,DC30,Gert Sibande,Total,42989374,KwaZulu-Natal,31.1710389,31.1710389
2015,AUDA,DC31,Nkangala,Total,24870575,Western Cape,19.7591675,19.7591675
2015,AUDA,DC32,Ehlanzeni,Total,47924306,Mpumalanga,29.9740534,29.9740534
2015,AUDA,DC33,Mopani,Total,900999697,Mpumalanga,29.6035495,29.6035495
2015,AUDA,DC34,Vhembe,Total,16346471,Mpumalanga,31.2626366,31.2626366
2015,AUDA,DC35,Capricorn,Total,256850416,Limpopo,30.7160431,30.7160431
2015,AUDA,DC36,Waterberg,Total,10843410,Limpopo,29.9740534,29.9740534
2015,AUDA,DC37,Bojanala,Total,52116550,Limpopo,29.2320784,29.2320784
2015,AUDA,DC38,Ngaka Modiri Molema,Total,324489161,Limpopo,28.299435,28.299435
2015,AUDA,DC4,Eden,Total,23191545,North West,27.3616476,27.3616476
2015,AUDA,DC40,Dr Kenneth Kaunda,Total,0,North West,25.8521764,25.8521764
2015,AUDA,DC42,Sedibeng,Total,89113331,Western Cape,22.047637,22.047637
2015,AUDA,DC43,Harry Gwala,Total,37740,North West,26.5137964,26.5137964
2015,AUDA,DC44,Alfred Nzo,Total,16425756,Gauteng,28.2058768,28.2058768
2015,AUDA,DC45,John Taolo Gaetsewe,Total,6353963,KwaZulu-Natal,29.6035495,29.6035495
2015,AUDA,DC47,Sekhukhune,Total,201144049,Eastern Cape,28.8596804,28.8596804
2015,AUDA,DC48,West Rand,Total,2830241,Northern Cape,23.1918021,23.1918021
2015,AUDA,DC5,Central Karoo,Total,4736720,Limpopo,29.9740534,29.9740534
2015,AUDA,DC6,Namakwa,Total,1147941,Gauteng,27.4556388,27.4556388
2015,AUDA,DC7,Pixley ka Seme,Total,6572319,Western Cape,22.2384017,22.2384017
2015,AUDA,DC8,Z F Mgcawu,Total,2694414,Northern Cape,19.949686,19.949686
2015,AUDA,DC9,Frances Baard,Total,11712931,Northern Cape,23.3823545,23.3823545
2015,AUDA,EC101,Dr Beyers Naude,Total,14415760,Northern Cape,21.246215,21.246215
2015,AUDA,EC102,Blue Crane Route,Total,13349853,Northern Cape,24.3341432,24.3341432
2015,AUDA,EC104,Makana,Total,134972225,Eastern Cape,24.371068,24.371068
2015,AUDA,EC105,Ndlambe,Total,141266870,Eastern Cape,24.3341432,24.3341432
2015,AUDA,EC106,Sundays River Valley,Total,27618427,Eastern Cape,25.4733554,25.4733554
2015,AUDA,EC107,Baviaans,Total,24243566,Eastern Cape,26.3249438,26.3249438
2015,AUDA,EC108,Kouga,Total,88785595,Eastern Cape,26.749645,26.749645
2015,AUDA,EC109,Kou-Kamma,Total,28483078,Eastern Cape,25.5681084,25.5681084
2015,AUDA,EC121,Mbhashe,Total,14252771,Eastern Cape,24.0488007,24.0488007
2015,AUDA,EC122,Mnquma,Total,9448877,Eastern Cape,24.8092691,24.8092691
2015,AUDA,EC123,Great Kei,Total,15902308,Eastern Cape,24.0488007,24.0488007
2015,AUDA,EC124,Amahlathi,Total,6545764,Eastern Cape,28.7664408,28.7664408
2015,AUDA,EC126,Ngqushwa,Total,31167579,Eastern Cape,28.0186087,28.0186087
2015,AUDA,EC127,Nkonkobe,Total,79179106,Eastern Cape,27.9717606,27.9717606
2015,AUDA,EC128,Nxuba,Total,69148402,Eastern Cape,27.2676116,27.2676116
2015,AUDA,EC131,Inxuba Yethemba,Total,3717537,Eastern Cape,27.2676116,27.2676116
2015,AUDA,EC132,Tsolwana,Total,5072455,Eastern Cape,26.8329144,26.8329144
2015,AUDA,EC134,Lukanji,Total,38756414,Eastern Cape,26.3249438,26.3249438
2015,AUDA,EC135,Intsika Yethu,Total,42069146,Eastern Cape,25.3785719,25.3785719
2015,AUDA,EC136,Emalahleni,Total,15803079,Eastern Cape,26.1359431,26.1359431
2015,AUDA,EC137,Engcobo,Total,9746606,Eastern Cape,26.8910342,26.8910342
2015,AUDA,EC138,Sakhisizwe,Total,6224897,Eastern Cape,27.6434844,27.6434844
2015,AUDA,EC141,Elundini,Total,38746221,Eastern Cape,29.2553229,29.2553229
2015,AUDA,EC142,Senqu,Total,1172783,Eastern Cape,27.9834738,27.9834738
2015,AUDA,EC143,Maletswai,Total,76666439,Eastern Cape,27.8311428,27.8311428
2015,AUDA,EC144,Gariep,Total,78115817,Eastern Cape,28.3929417,28.3929417
2015,AUDA,EC153,Ngquza Hill,Total,0,Eastern Cape,27.6434844,27.6434844
2015,AUDA,EC154,Port St Johns,Total,6493998,Eastern Cape,26.8910342,26.8910342
2015,AUDA,EC156,Mhlontlo,Total,9761222,Eastern Cape,25.8521764,25.8521764
2015,AUDA,EC157,King Sabata Dalindyebo,Total,105128538,Eastern Cape,29.6962677,29.6962677
2015,AUDA,EC441,Matatiele,Total,17444988,Eastern Cape,29.5457058,29.5457058
2015,AUDA,EC442,Umzimvubu,Total,2531103,Eastern Cape,28.8130675,28.8130675
2015,AUDA,EC443,Mbizana,Total,47663338,Eastern Cape,28.5797981,28.5797981
2015,AUDA,EKU,Ekurhuleni,Total,5345408999,Eastern Cape,28.7664408,28.7664408
2015,AUDA,FS161,Letsemeng,Total,9483241,Eastern Cape,28.9528645,28.9528645
2015,AUDA,FS162,Kopanong,Total,176751746,Eastern Cape,29.8566142,29.8566142
2015,AUDA,FS163,Mohokare,Total,30675799,Gauteng,28.3461948,28.3461948
2015,AUDA,FS164,Naledi,Total,7225067,Free State,25.094045,25.094045
2015,AUDA,FS181,Masilonyana,Total,39282090,Free State,25.4733554,25.4733554
2015,AUDA,FS182,Tokologo,Total,24887462,Free State,26.9852422,26.9852422
2015,AUDA,FS183,Tswelopele,Total,24877063,Free State,24.7142918,24.7142918
2015,AUDA,FS184,Matjhabeng,Total,1947134003,Free State,26.6081653,26.6081653
2015,AUDA,FS185,Nala,Total,231729358,Free State,25.4733554,25.4733554
2015,AUDA,FS191,Setsoto,Total,52922873,Free State,25.9467997,25.9467997
2015,AUDA,FS192,Dihlabeng,Total,76046457,Free State,26.8910342,26.8910342
2015,AUDA,FS193,Nketoana,Total,79171535,Free State,26.5137964,26.5137964
2015,AUDA,FS194,Maluti a Phofung,Total,952319573,Free State,27.6434844,27.6434844
2015,AUDA,FS195,Phumelela,Total,72256235,Free State,28.2058768,28.2058768
2015,AUDA,FS196,Mantsopa,Total,71673659,Free State,28.4318311,28.4318311
2015,AUDA,FS203,Ngwathe,Total,439913960,Free State,28.9528645,28.9528645
2015,AUDA,FS204,Metsimaholo,Total,194486040,Free State,29.2320784,29.2320784
2015,AUDA,FS205,Mafube,Total,274867634,Free State,27.2676116,27.2676116
2015,AUDA,GT421,Emfuleni,Total,690443636,Free State,27.7373373,27.7373373
2015,AUDA,GT422,Midvaal,Total,39903749,Free State,27.8277881,27.8277881
2015,AUDA,GT423,Lesedi,Total,67910892,Free State,28.5797981,28.5797981
2015,AUDA,GT481,Mogale City,Total,340413389,Gauteng,27.784246,27.784246
2015,AUDA,GT482,Randfontein,Total,210121576,Gauteng,28.0654445,28.0654445
2015,AUDA,GT484,Merafong City,Total,330534930,Gauteng,28.4396756,28.4396756
2015,AUDA,JHB,City of Johannesburg,Total,11207341002,Gauteng,27.5965403,27.5965403
2015,AUDA,KZN211,Vulamehlo,Total,6561895,Gauteng,27.6786847,27.6786847
2015,AUDA,KZN212,Umdoni,Total,36508587,Gauteng,27.4086488,27.4086488
2015,AUDA,KZN213,Umzumbe,Total,547437,Gauteng,27.9717606,27.9717606
2015,AUDA,KZN214,uMuziwabantu,Total,1150027,KwaZulu-Natal,30.5739579,30.5739579
2015,AUDA,KZN215,Ezingoleni,Total,4370299,KwaZulu-Natal,30.6890055,30.6890055
2015,AUDA,KZN216,Ray Nkonyeni,Total,112236136,KwaZulu-Natal,30.5928401,30.5928401
2015,AUDA,KZN221,uMshwathi,Total,4247415,KwaZulu-Natal,29.9277947,29.9277947
2015,AUDA,KZN222,uMngeni,Total,973412,KwaZulu-Natal,30.182022,30.182022
2015,AUDA,KZN223,Mpofana,Total,364210,KwaZulu-Natal,30.3639319,30.3639319
2015,AUDA,KZN224,Impendle,Total,0,KwaZulu-Natal,30.3204873,30.3204873
2015,AUDA,KZN225,The Msunduzi,Total,639040005,KwaZulu-Natal,30.5743164,30.5743164
2015,AUDA,KZN226,Mkhambathini,Total,2721602,KwaZulu-Natal,30.112735,30.112735
2015,AUDA,KZN232,Emnambithi/Ladysmith,Total,242470767,KwaZulu-Natal,30.112735,30.112735
2015,AUDA,KZN233,Indaka,Total,7671372,KwaZulu-Natal,29.8352303,29.8352303
2015,AUDA,KZN234,Umtshezi,Total,45192664,KwaZulu-Natal,30.3824842,30.3824842
2015,AUDA,KZN235,Okhahlamba,Total,11981269,KwaZulu-Natal,30.5739579,30.5739579
2015,AUDA,KZN236,Imbabazane,Total,9000,KwaZulu-Natal,29.7807856,29.7807856
2015,AUDA,KZN241,Endumeni,Total,22861819,KwaZulu-Natal,30.107222,30.107222
2015,AUDA,KZN242,Nqutu,Total,19404903,KwaZulu-Natal,30.0202964,30.0202964
2015,AUDA,KZN244,Msinga,Total,10700633,KwaZulu-Natal,29.3250347,29.3250347
2015,AUDA,KZN245,Umvoti,Total,28346391,KwaZulu-Natal,29.6864574,29.6864574
2015,AUDA,KZN252,Newcastle,Total,646503521,KwaZulu-Natal,30.2343393,30.2343393
2015,AUDA,KZN253,Emadlangeni,Total,6198696,KwaZulu-Natal,30.6746303,30.6746303
2015,AUDA,KZN254,Dannhauser,Total,9521748,KwaZulu-Natal,30.4357631,30.4357631
2015,AUDA,KZN263,Abaqulusi,Total,48143324,KwaZulu-Natal,30.6199895,30.6199895
2015,AUDA,KZN265,Nongoma,Total,2763188,KwaZulu-Natal,29.9971769,29.9971769
2015,AUDA,KZN266,Ulundi,Total,96498673,KwaZulu-Natal,30.315775,30.315775
2015,AUDA,KZN271,Umhlabuyalingana,Total,2002073,KwaZulu-Natal,30.0202964,30.0202964
2015,AUDA,KZN272,Jozini,Total,9487570,KwaZulu-Natal,30.9876321,30.9876321
2015,AUDA,KZN273,The Big 5 False Bay,Total,6428665,KwaZulu-Natal,31.7195459,31.7195459
2015,AUDA,KZN274,Hlabisa,Total,9523838,KwaZulu-Natal,31.442761,31.442761
2015,AUDA,KZN275,Mtubatuba,Total,5324730,KwaZulu-Natal,32.4467238,32.4467238
2015,AUDA,KZN281,Mfolozi,Total,18929593,KwaZulu-Natal,32.0650697,32.0650697
2015,AUDA,KZN282,uMhlathuze,Total,357815969,KwaZulu-Natal,32.3107517,32.3107517
2015,AUDA,KZN283,Ntambanana,Total,1264539,KwaZulu-Natal,31.8648002,31.8648002
2015,AUDA,KZN284,uMlalazi,Total,283514888,KwaZulu-Natal,32.2880726,32.2880726
2015,AUDA,KZN285,Mthonjaneni,Total,207732,KwaZulu-Natal,32.259717,32.259717
