,account_type,mun_code,account_type,label,total_amount,Province,Latitude,Longitude
2015,AUDA,KZN286,Nkandla,Total,14232222,KwaZulu-Natal,31.947311,31.947311
2015,AUDA,KZN291,Mandeni,Total,2266414,KwaZulu-Natal,31.7394939,31.7394939
2015,AUDA,KZN292,KwaDukuza,Total,179194418,KwaZulu-Natal,31.4913182,31.4913182
2015,AUDA,KZN293,Ndwedwe,Total,3023234,KwaZulu-Natal,31.3998995,31.3998995
2015,AUDA,KZN294,Maphumulo,Total,15954411,KwaZulu-Natal,31.0894002,31.0894002
2015,AUDA,KZN432,Kwa Sani,Total,3327066,KwaZulu-Natal,31.4684703,31.4684703
2015,AUDA,KZN433,Greater Kokstad,Total,943000,KwaZulu-Natal,31.2892229,31.2892229
2015,AUDA,KZN434,Ubuhlebezwe,Total,14317385,KwaZulu-Natal,30.9417368,30.9417368
2015,AUDA,KZN435,Umzimkhulu,Total,191193021,KwaZulu-Natal,31.03351,31.03351
2015,AUDA,LIM332,Greater Letaba,Total,8401522,KwaZulu-Natal,29.5107708,29.5107708
2015,AUDA,LIM333,Greater Tzaneen,Total,8524719,KwaZulu-Natal,29.3714909,29.3714909
2015,AUDA,LIM334,Ba-Phalaborwa,Total,363621375,KwaZulu-Natal,30.0665236,30.0665236
2015,AUDA,LIM335,Maruleng,Total,149734,KwaZulu-Natal,29.6962677,29.6962677
2015,AUDA,LIM341,Musina,Total,66420772,Limpopo,30.2974199,30.2974199
2015,AUDA,LIM342,Mutale,Total,11398148,Limpopo,30.0665236,30.0665236
2015,AUDA,LIM343,Thulamela,Total,4251804,Limpopo,31.1406753,31.1406753
2015,AUDA,LIM344,Makhado,Total,137656320,Limpopo,30.9576681,30.9576681
2015,AUDA,LIM351,Blouberg,Total,10517796,Limpopo,29.6962677,29.6962677
2015,AUDA,LIM352,Aganang,Total,15866552,Limpopo,30.8039474,30.8039474
2015,AUDA,LIM353,Molemole,Total,6628149,Limpopo,30.6199895,30.6199895
2015,AUDA,LIM354,Polokwane,Total,156237215,Limpopo,29.9070436,29.9070436
2015,AUDA,LIM355,Lepele-Nkumpi,Total,30114253,Limpopo,28.9950702,28.9950702
2015,AUDA,LIM361,Thabazimbi,Total,274787721,Limpopo,29.0925356,29.0925356
2015,AUDA,LIM362,Lephalale,Total,0,Limpopo,29.6962677,29.6962677
2015,AUDA,LIM364,Mookgopong,Total,61471397,Limpopo,29.4485367,29.4485367
2015,AUDA,LIM365,Modimolle,Total,27529672,Limpopo,29.6499162,29.6499162
2015,AUDA,LIM366,Bela-Bela,Total,29559588,Limpopo,27.3616476,27.3616476
2015,AUDA,LIM471,Ephraim Mogale,Total,18326069,Limpopo,27.7373373,27.7373373
2015,AUDA,LIM472,Elias Motsoaledi,Total,0,Limpopo,28.7664408,28.7664408
2015,AUDA,LIM473,Makhuduthamaga,Total,31379194,Limpopo,28.2058768,28.2058768
2015,AUDA,LIM474,Fetakgomo,Total,2558704,Limpopo,28.2526623,28.2526623
2015,AUDA,LIM475,Greater Tubatse,Total,52402609,Limpopo,29.3250347,29.3250347
2015,AUDA,MAN,Mangaung,Total,490683267,Limpopo,29.3949458,29.3949458
2015,AUDA,MP301,Chief Albert Luthuli,Total,55526518,Limpopo,29.8352303,29.8352303
2015,AUDA,MP302,Msukaligwa,Total,358977331,Limpopo,29.8352303,29.8352303
2015,AUDA,MP303,Mkhondo,Total,149928499,Limpopo,30.2512728,30.2512728
2015,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total,29293576,Free State,26.3249438,26.3249438
2015,AUDA,MP305,Lekwa,Total,477129312,Mpumalanga,30.3325113,30.3325113
2015,AUDA,MP306,Dipaleseng,Total,29908718,Mpumalanga,30.0665236,30.0665236
2015,AUDA,MP307,Govan Mbeki,Total,295763094,Mpumalanga,30.6199895,30.6199895
2015,AUDA,MP311,Victor Khanye,Total,11248797,Mpumalanga,29.8815203,29.8815203
2015,AUDA,MP312,Emalahleni,Total,1329983184,Mpumalanga,29.3250347,29.3250347
2015,AUDA,MP314,Emakhazeni,Total,70747985,Mpumalanga,28.5797981,28.5797981
2015,AUDA,MP315,Thembisile,Total,4801934,Mpumalanga,29.1390642,29.1390642
2015,AUDA,MP321,Thaba Chweu,Total,402060682,Mpumalanga,28.8130675,28.8130675
2015,AUDA,MP322,Mbombela,Total,619129251,Mpumalanga,29.2553229,29.2553229
2015,AUDA,MP323,Umjindi,Total,25818547,Mpumalanga,30.0665236,30.0665236
2015,AUDA,MP324,Nkomazi,Total,196873719,Mpumalanga,28.9062794,28.9062794
2015,AUDA,MP325,Bushbuckridge,Total,496675963,Mpumalanga,30.7791913,30.7791913
2015,AUDA,NC061,Richtersveld,Total,2337248,Mpumalanga,31.03351,31.03351
2015,AUDA,NC062,Nama Khoi,Total,134448497,Mpumalanga,31.7195459,31.7195459
2015,AUDA,NC064,Kamiesberg,Total,31774774,Mpumalanga,31.1710389,31.1710389
2015,AUDA,NC065,Hantam,Total,6828017,Northern Cape,17.1011931,17.1011931
2015,AUDA,NC066,Karoo Hoogland,Total,7522523,Northern Cape,17.8583868,17.8583868
2015,AUDA,NC067,Khâi-Ma,Total,12520833,Northern Cape,17.8583868,17.8583868
2015,AUDA,NC071,Ubuntu,Total,18136681,Northern Cape,19.949686,19.949686
2015,AUDA,NC072,Umsobomvu,Total,21930343,Northern Cape,20.902977,20.902977
2015,AUDA,NC073,Emthanjeni,Total,20842446,Northern Cape,19.237649,19.237649
2015,AUDA,NC074,Kareeberg,Total,0,Northern Cape,23.1918021,23.1918021
2015,AUDA,NC075,Renosterberg,Total,34186526,Northern Cape,24.9991464,24.9991464
2015,AUDA,NC076,Thembelihle,Total,28181746,Northern Cape,24.0087533,24.0087533
2015,AUDA,NC078,Siyancuma,Total,43425640,Northern Cape,22.047637,22.047637
2015,AUDA,NC081,Mier,Total,8416411,Northern Cape,24.3341432,24.3341432
2015,AUDA,NC082,Kai !Garib,Total,111053338,Northern Cape,23.8584737,23.8584737
2015,AUDA,NC083,//Khara Hais,Total,92484867,Northern Cape,23.4776098,23.4776098
2015,AUDA,NC084,!Kheis,Total,5968584,Northern Cape,20.2832217,20.2832217
2015,AUDA,NC085,Tsantsabane,Total,93264195,Northern Cape,20.9759699,20.9759699
2015,AUDA,NC086,Kgatelopele,Total,19682506,Northern Cape,21.242665,21.242665
2015,AUDA,NC091,Sol Plaatjie,Total,85467123,Northern Cape,21.6660725,21.6660725
2015,AUDA,NC093,Magareng,Total,54442190,Northern Cape,23.1918021,23.1918021
2015,AUDA,NC094,Phokwane,Total,30722371,Northern Cape,23.6680747,23.6680747
2015,AUDA,NC451,Joe Morolong,Total,40151494,Northern Cape,24.6667939,24.6667939
2015,AUDA,NC452,Ga-Segonyana,Total,46290363,Northern Cape,24.7617836,24.7617836
2015,AUDA,NC453,Gamagara,Total,1086573,Northern Cape,24.7617836,24.7617836
2015,AUDA,NMA,Nelson Mandela Bay,Total,1617654616,Northern Cape,23.287085,23.287085
2015,AUDA,NW371,Moretele,Total,36674699,Northern Cape,23.4776098,23.4776098
2015,AUDA,NW372,Local Municipality of Madibeng,Total,414771113,Northern Cape,23.0488541,23.0488541
2015,AUDA,NW374,Kgetlengrivier,Total,51810957,Eastern Cape,25.5681084,25.5681084
2015,AUDA,NW375,Moses Kotane,Total,57711009,North West,27.9717606,27.9717606
2015,AUDA,NW382,Tswaing,Total,114864242,North West,27.8311428,27.8311428
2015,AUDA,NW383,Mafikeng,Total,311366155,North West,26.8910342,26.8910342
2015,AUDA,NW384,Ditsobotla,Total,213380529,North West,26.8910342,26.8910342
2015,AUDA,NW385,Ramotshere Moiloa,Total,11568055,North West,25.7575196,25.7575196
2015,AUDA,NW392,Naledi,Total,263771460,North West,25.5681084,25.5681084
2015,AUDA,NW393,Mamusa,Total,74057717,North West,26.1359431,26.1359431
2015,AUDA,NW394,Greater Taung,Total,44043,North West,26.10005,26.10005
2015,AUDA,NW396,Lekwa-Teemane,Total,164574070,North West,24.7142918,24.7142918
2015,AUDA,NW397,Kagisano/Molopo,Total,14003970,North West,25.3785719,25.3785719
2015,AUDA,NW401,Ventersdorp,Total,109485482,North West,24.2390498,24.2390498
2015,AUDA,NW403,City of Matlosana,Total,308263105,North West,25.3785719,25.3785719
2015,AUDA,TSH,City of Tshwane,Total,5695207622,North West,23.9536466,23.9536466
2015,AUDA,WC011,Matzikama,Total,23642032,North West,26.8910342,26.8910342
2015,AUDA,WC012,Cederberg,Total,77293947,North West,26.5137964,26.5137964
2015,AUDA,WC013,Bergrivier,Total,16535852,Gauteng,28.3929417,28.3929417
2015,AUDA,WC014,Saldanha Bay,Total,98752660,Western Cape,18.5225709,18.5225709
2015,AUDA,WC015,Swartland,Total,72733020,Western Cape,19.0118251,19.0118251
2015,AUDA,WC022,Witzenberg,Total,14911589,Western Cape,18.7125791,18.7125791
2015,AUDA,WC023,Drakenstein,Total,197786673,Western Cape,18.1903059,18.1903059
2015,AUDA,WC024,Stellenbosch,Total,182204658,Western Cape,18.6624903,18.6624903
2015,AUDA,WC025,Breede Valley,Total,75035428,Western Cape,19.2831531,19.2831531
2015,AUDA,WC026,Langeberg,Total,42063267,Western Cape,19.04532,19.04532
2015,AUDA,WC031,Theewaterskloof,Total,48646072,Western Cape,18.9502232,18.9502232
2015,AUDA,WC032,Overstrand,Total,25756487,Western Cape,19.4735066,19.4735066
2015,AUDA,WC033,Cape Agulhas,Total,10482360,Western Cape,27.812138,27.812138
2015,AUDA,WC034,Swellendam,Total,22212661,Western Cape,19.4252453,19.4252453
2015,AUDA,WC042,Hessequa,Total,38562580,Western Cape,19.4259114,19.4259114
2015,AUDA,WC043,Mossel Bay,Total,18478444,Western Cape,20.0449662,20.0449662
2015,AUDA,WC044,George,Total,37089254,Western Cape,20.7185132,20.7185132
2015,AUDA,WC045,Oudtshoorn,Total,64090796,Western Cape,21.1891151,21.1891151
2015,AUDA,WC047,Bitou,Total,11111819,Western Cape,21.9045541,21.9045541
2015,AUDA,WC048,Knysna,Total,54678818,Western Cape,22.4768287,22.4768287
2015,AUDA,WC051,Laingsburg,Total,0,Western Cape,22.1430215,22.1430215
2015,AUDA,WC052,Prince Albert,Total,3133131,Western Cape,23.429984,23.429984
2015,AUDA,WC053,Beaufort West,Total,32891608,Western Cape,23.049842,23.049842
2016,AUDA,BUF,Buffalo City,Total By Income Source,1788342133,Western Cape,20.902977,20.902977
2016,AUDA,BUF,Buffalo City,Total By Customer Group,1788342133,Western Cape,22.047637,22.047637
2016,AUDA,CPT,City of Cape Town,Total By Income Source,7289542629,Western Cape,22.8105512,22.8105512
2016,AUDA,CPT,City of Cape Town,Total By Customer Group,7289542629,Eastern Cape,27.6434844,27.6434844
2016,AUDA,DC1,West Coast,Total By Income Source,3981143,Eastern Cape,27.6434844,27.6434844
2016,AUDA,DC1,West Coast,Total By Customer Group,3981143,Western Cape,18.4680927,18.4680927
2016,AUDA,DC10,Cacadu,Total By Income Source,3210924,Western Cape,18.4680927,18.4680927
2016,AUDA,DC10,Cacadu,Total By Customer Group,3210924,Western Cape,18.6175626,18.6175626
2016,AUDA,DC12,Amathole,Total By Income Source,590715390,Western Cape,18.6175626,18.6175626
2016,AUDA,DC12,Amathole,Total By Customer Group,590715390,Eastern Cape,25.6223644,25.6223644
2016,AUDA,DC13,Chris Hani,Total By Income Source,975205668,Eastern Cape,25.6223644,25.6223644
2016,AUDA,DC13,Chris Hani,Total By Customer Group,975205668,Eastern Cape,27.3616476,27.3616476
2016,AUDA,DC14,Joe Gqabi,Total By Income Source,237831481,Eastern Cape,27.3616476,27.3616476
2016,AUDA,DC14,Joe Gqabi,Total By Customer Group,237831480,Eastern Cape,26.7967849,26.7967849
2016,AUDA,DC15,O.R.Tambo,Total By Income Source,545433266,Eastern Cape,26.7967849,26.7967849
2016,AUDA,DC15,O.R.Tambo,Total By Customer Group,545433266,Eastern Cape,26.9852422,26.9852422
2016,AUDA,DC16,Xhariep,Total By Income Source,2432547,Eastern Cape,26.9852422,26.9852422
2016,AUDA,DC16,Xhariep,Total By Customer Group,2432547,Eastern Cape,29.2320784,29.2320784
2016,AUDA,DC18,Lejweleputswa,Total By Income Source,743099,Eastern Cape,29.2320784,29.2320784
2016,AUDA,DC18,Lejweleputswa,Total By Customer Group,743099,Free State,25.2837585,25.2837585
2016,AUDA,DC19,Thabo Mofutsanyane,Total By Income Source,1501678,Free State,25.2837585,25.2837585
2016,AUDA,DC19,Thabo Mofutsanyane,Total By Customer Group,1501678,Free State,26.2304616,26.2304616
2016,AUDA,DC2,Cape Winelands,Total By Income Source,2347233,Free State,26.2304616,26.2304616
2016,AUDA,DC2,Cape Winelands,Total By Customer Group,2347233,Free State,28.299435,28.299435
2016,AUDA,DC20,Fezile Dabi,Total By Income Source,0,Free State,28.299435,28.299435
2016,AUDA,DC20,Fezile Dabi,Total By Customer Group,0,Western Cape,19.7591675,19.7591675
2016,AUDA,DC21,Ugu,Total By Income Source,59351120,Western Cape,19.7591675,19.7591675
2016,AUDA,DC21,Ugu,Total By Customer Group,59351120,Free State,27.7373373,27.7373373
2016,AUDA,DC22,Umgungundlovu,Total By Income Source,327013620,Free State,27.7373373,27.7373373
2016,AUDA,DC22,Umgungundlovu,Total By Customer Group,327013620,KwaZulu-Natal,30.2512728,30.2512728
2016,AUDA,DC23,Uthukela,Total By Income Source,143673170,KwaZulu-Natal,30.2512728,30.2512728
2016,AUDA,DC23,Uthukela,Total By Customer Group,143673170,KwaZulu-Natal,30.3435506,30.3435506
2016,AUDA,DC24,Umzinyathi,Total By Income Source,294308794,KwaZulu-Natal,30.3435506,30.3435506
2016,AUDA,DC24,Umzinyathi,Total By Customer Group,294308794,KwaZulu-Natal,29.6035495,29.6035495
2016,AUDA,DC25,Amajuba,Total By Income Source,33301635,KwaZulu-Natal,29.6035495,29.6035495
2016,AUDA,DC25,Amajuba,Total By Customer Group,33301637,KwaZulu-Natal,30.6199895,30.6199895
2016,AUDA,DC26,Zululand,Total By Income Source,72199357,KwaZulu-Natal,30.6199895,30.6199895
2016,AUDA,DC26,Zululand,Total By Customer Group,72199357,KwaZulu-Natal,30.0665236,30.0665236
2016,AUDA,DC27,Umkhanyakude,Total By Income Source,82330807,KwaZulu-Natal,30.0665236,30.0665236
2016,AUDA,DC27,Umkhanyakude,Total By Customer Group,82330807,KwaZulu-Natal,31.4456179,31.4456179
2016,AUDA,DC28,Uthungulu,Total By Income Source,65584052,KwaZulu-Natal,31.4456179,31.4456179
2016,AUDA,DC28,Uthungulu,Total By Customer Group,65584052,KwaZulu-Natal,32.5372741,32.5372741
2016,AUDA,DC29,iLembe,Total By Income Source,253452572,KwaZulu-Natal,32.5372741,32.5372741
2016,AUDA,DC29,iLembe,Total By Customer Group,253452572,KwaZulu-Natal,31.5370003,31.5370003
2016,AUDA,DC3,Overberg,Total By Income Source,1703367,KwaZulu-Natal,31.5370003,31.5370003
2016,AUDA,DC3,Overberg,Total By Customer Group,1703367,KwaZulu-Natal,31.1710389,31.1710389
2016,AUDA,DC31,Nkangala,Total By Income Source,143786,KwaZulu-Natal,31.1710389,31.1710389
2016,AUDA,DC31,Nkangala,Total By Customer Group,143786,Western Cape,19.7591675,19.7591675
2016,AUDA,DC32,Ehlanzeni,Total By Income Source,-166548,Western Cape,19.7591675,19.7591675
2016,AUDA,DC32,Ehlanzeni,Total By Customer Group,-166548,Mpumalanga,29.6035495,29.6035495
2016,AUDA,DC33,Mopani,Total By Income Source,805616297,Mpumalanga,29.6035495,29.6035495
2016,AUDA,DC33,Mopani,Total By Customer Group,805616297,Mpumalanga,31.2626366,31.2626366
2016,AUDA,DC34,Vhembe,Total By Income Source,409332744,Mpumalanga,31.2626366,31.2626366
2016,AUDA,DC34,Vhembe,Total By Customer Group,409332744,Limpopo,30.7160431,30.7160431
2016,AUDA,DC35,Capricorn,Total By Income Source,158413877,Limpopo,30.7160431,30.7160431
2016,AUDA,DC35,Capricorn,Total By Customer Group,158413877,Limpopo,29.9740534,29.9740534
2016,AUDA,DC37,Bojanala,Total By Income Source,5045966,Limpopo,29.9740534,29.9740534
2016,AUDA,DC37,Bojanala,Total By Customer Group,5045966,Limpopo,29.2320784,29.2320784
2016,AUDA,DC38,Ngaka Modiri Molema,Total By Income Source,162878329,Limpopo,29.2320784,29.2320784
2016,AUDA,DC38,Ngaka Modiri Molema,Total By Customer Group,162878329,North West,27.3616476,27.3616476
2016,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total By Income Source,21269975,North West,27.3616476,27.3616476
2016,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total By Customer Group,21269975,North West,25.8521764,25.8521764
2016,AUDA,DC4,Eden,Total By Income Source,13158933,North West,25.8521764,25.8521764
2016,AUDA,DC4,Eden,Total By Customer Group,13158933,North West,24.3341432,24.3341432
2016,AUDA,DC40,Dr Kenneth Kaunda,Total By Income Source,12937889,North West,24.3341432,24.3341432
2016,AUDA,DC40,Dr Kenneth Kaunda,Total By Customer Group,12937889,Western Cape,22.047637,22.047637
2016,AUDA,DC43,Harry Gwala,Total By Income Source,143664834,Western Cape,22.047637,22.047637
2016,AUDA,DC43,Harry Gwala,Total By Customer Group,143664836,North West,26.5137964,26.5137964
2016,AUDA,DC44,Alfred Nzo,Total By Income Source,117084057,North West,26.5137964,26.5137964
2016,AUDA,DC44,Alfred Nzo,Total By Customer Group,117084057,KwaZulu-Natal,29.6035495,29.6035495
2016,AUDA,DC45,John Taolo Gaetsewe,Total By Income Source,16397181,KwaZulu-Natal,29.6035495,29.6035495
2016,AUDA,DC45,John Taolo Gaetsewe,Total By Customer Group,16397181,Eastern Cape,28.8596804,28.8596804
2016,AUDA,DC47,Sekhukhune,Total By Income Source,126113393,Eastern Cape,28.8596804,28.8596804
2016,AUDA,DC47,Sekhukhune,Total By Customer Group,126113393,Northern Cape,23.1918021,23.1918021
2016,AUDA,DC48,West Rand,Total By Income Source,31335623,Northern Cape,23.1918021,23.1918021
2016,AUDA,DC48,West Rand,Total By Customer Group,31335623,Limpopo,29.9740534,29.9740534
2016,AUDA,DC5,Central Karoo,Total By Income Source,621848,Limpopo,29.9740534,29.9740534
2016,AUDA,DC5,Central Karoo,Total By Customer Group,621848,Gauteng,27.4556388,27.4556388
2016,AUDA,DC6,Namakwa,Total By Income Source,15085867,Gauteng,27.4556388,27.4556388
2016,AUDA,DC6,Namakwa,Total By Customer Group,15085867,Western Cape,22.2384017,22.2384017
2016,AUDA,DC7,Pixley ka Seme,Total By Income Source,0,Western Cape,22.2384017,22.2384017
2016,AUDA,DC7,Pixley ka Seme,Total By Customer Group,0,Northern Cape,19.949686,19.949686
2016,AUDA,DC8,Z F Mgcawu,Total By Income Source,1448747,Northern Cape,19.949686,19.949686
2016,AUDA,DC8,Z F Mgcawu,Total By Customer Group,1448747,Northern Cape,23.3823545,23.3823545
2016,AUDA,DC9,Frances Baard,Total By Income Source,7151781,Northern Cape,23.3823545,23.3823545
2016,AUDA,DC9,Frances Baard,Total By Customer Group,7151781,Northern Cape,21.246215,21.246215
2016,AUDA,EC101,Dr Beyers Naude,Total By Income Source,75287978,Northern Cape,21.246215,21.246215
2016,AUDA,EC101,Dr Beyers Naude,Total By Customer Group,75287978,Northern Cape,24.3341432,24.3341432
2016,AUDA,EC102,Blue Crane Route,Total By Income Source,49090092,Northern Cape,24.3341432,24.3341432
2016,AUDA,EC102,Blue Crane Route,Total By Customer Group,49090092,Eastern Cape,24.371068,24.371068
2016,AUDA,EC104,Makana,Total By Income Source,336599446,Eastern Cape,24.3341432,24.3341432
2016,AUDA,EC104,Makana,Total By Customer Group,336599446,Eastern Cape,24.371068,24.371068
2016,AUDA,EC105,Ndlambe,Total By Income Source,92981390,Eastern Cape,24.3341432,24.3341432
2016,AUDA,EC105,Ndlambe,Total By Customer Group,92981390,Eastern Cape,25.4733554,25.4733554
2016,AUDA,EC106,Sundays River Valley,Total By Income Source,196658336,Eastern Cape,25.4733554,25.4733554
2016,AUDA,EC106,Sundays River Valley,Total By Customer Group,196658336,Eastern Cape,26.3249438,26.3249438
2016,AUDA,EC108,Kouga,Total By Income Source,176489373,Eastern Cape,26.3249438,26.3249438
2016,AUDA,EC108,Kouga,Total By Customer Group,176489373,Eastern Cape,26.749645,26.749645
2016,AUDA,EC109,Kou-Kamma,Total By Income Source,88476476,Eastern Cape,26.749645,26.749645
2016,AUDA,EC109,Kou-Kamma,Total By Customer Group,88476479,Eastern Cape,25.5681084,25.5681084
2016,AUDA,EC121,Mbhashe,Total By Income Source,29209715,Eastern Cape,25.5681084,25.5681084
2016,AUDA,EC121,Mbhashe,Total By Customer Group,29209715,Eastern Cape,24.8092691,24.8092691
2016,AUDA,EC124,Amahlathi,Total By Income Source,32037608,Eastern Cape,24.8092691,24.8092691
2016,AUDA,EC124,Amahlathi,Total By Customer Group,32037608,Eastern Cape,24.0488007,24.0488007
2016,AUDA,EC126,Ngqushwa,Total By Income Source,33685924,Eastern Cape,24.0488007,24.0488007
2016,AUDA,EC126,Ngqushwa,Total By Customer Group,33685924,Eastern Cape,28.7664408,28.7664408
2016,AUDA,EC131,Inxuba Yethemba,Total By Income Source,17820643,Eastern Cape,28.7664408,28.7664408
2016,AUDA,EC131,Inxuba Yethemba,Total By Customer Group,17820643,Eastern Cape,27.2676116,27.2676116
2016,AUDA,EC136,Emalahleni,Total By Income Source,59459334,Eastern Cape,27.2676116,27.2676116
2016,AUDA,EC136,Emalahleni,Total By Customer Group,59459334,Eastern Cape,27.2676116,27.2676116
2016,AUDA,EC137,Engcobo,Total By Income Source,19945447,Eastern Cape,27.2676116,27.2676116
2016,AUDA,EC137,Engcobo,Total By Customer Group,19945447,Eastern Cape,25.3785719,25.3785719
2016,AUDA,EC141,Elundini,Total By Income Source,27649938,Eastern Cape,25.3785719,25.3785719
2016,AUDA,EC141,Elundini,Total By Customer Group,27649938,Eastern Cape,29.2553229,29.2553229
2016,AUDA,EC142,Senqu,Total By Income Source,34288813,Eastern Cape,29.2553229,29.2553229
2016,AUDA,EC142,Senqu,Total By Customer Group,34288809,Eastern Cape,27.9834738,27.9834738
2016,AUDA,EC153,Ngquza Hill,Total By Income Source,49092372,Eastern Cape,27.9834738,27.9834738
2016,AUDA,EC153,Ngquza Hill,Total By Customer Group,49092372,Eastern Cape,28.3929417,28.3929417
2016,AUDA,EC154,Port St Johns,Total By Income Source,26581177,Eastern Cape,28.3929417,28.3929417
2016,AUDA,EC154,Port St Johns,Total By Customer Group,26581177,Eastern Cape,27.6434844,27.6434844
2016,AUDA,EC155,Nyandeni,Total By Income Source,12599724,Eastern Cape,27.6434844,27.6434844
2016,AUDA,EC155,Nyandeni,Total By Customer Group,12599724,Eastern Cape,29.6962677,29.6962677
2016,AUDA,EC156,Mhlontlo,Total By Income Source,23531795,Eastern Cape,29.6962677,29.6962677
2016,AUDA,EC156,Mhlontlo,Total By Customer Group,23531795,Eastern Cape,29.5457058,29.5457058
2016,AUDA,EC157,King Sabata Dalindyebo,Total By Income Source,411406334,Eastern Cape,29.5457058,29.5457058
2016,AUDA,EC157,King Sabata Dalindyebo,Total By Customer Group,411406334,Eastern Cape,29.1390642,29.1390642
2016,AUDA,EC441,Matatiele,Total By Income Source,68420693,Eastern Cape,29.1390642,29.1390642
2016,AUDA,EC441,Matatiele,Total By Customer Group,68420693,Eastern Cape,28.8130675,28.8130675
2016,AUDA,EC442,Umzimvubu,Total By Income Source,25624358,Eastern Cape,28.8130675,28.8130675
2016,AUDA,EC442,Umzimvubu,Total By Customer Group,25624358,Eastern Cape,28.5797981,28.5797981
2016,AUDA,EC443,Mbizana,Total By Income Source,38542332,Eastern Cape,28.5797981,28.5797981
2016,AUDA,EC443,Mbizana,Total By Customer Group,38542332,Eastern Cape,28.7664408,28.7664408
2016,AUDA,EC444,Ntabankulu,Total By Income Source,14605188,Eastern Cape,28.7664408,28.7664408
2016,AUDA,EC444,Ntabankulu,Total By Customer Group,14605187,Eastern Cape,28.9528645,28.9528645
2016,AUDA,EKU,Ekurhuleni,Total By Income Source,13222937897,Eastern Cape,28.9528645,28.9528645
2016,AUDA,EKU,Ekurhuleni,Total By Customer Group,13222937896,Eastern Cape,29.8566142,29.8566142
2016,AUDA,FS161,Letsemeng,Total By Income Source,21689468,Eastern Cape,29.8566142,29.8566142
2016,AUDA,FS161,Letsemeng,Total By Customer Group,21689468,Eastern Cape,29.2785638,29.2785638
2016,AUDA,FS162,Kopanong,Total By Income Source,166302033,Eastern Cape,29.2785638,29.2785638
2016,AUDA,FS162,Kopanong,Total By Customer Group,166302033,Gauteng,28.3461948,28.3461948
2016,AUDA,FS163,Mohokare,Total By Income Source,13055199,Gauteng,28.3461948,28.3461948
2016,AUDA,FS163,Mohokare,Total By Customer Group,13055199,Free State,25.094045,25.094045
2016,AUDA,FS181,Masilonyana,Total By Income Source,446450519,Free State,25.094045,25.094045
2016,AUDA,FS181,Masilonyana,Total By Customer Group,446450519,Free State,25.4733554,25.4733554
2016,AUDA,FS182,Tokologo,Total By Income Source,87800333,Free State,25.4733554,25.4733554
2016,AUDA,FS182,Tokologo,Total By Customer Group,87800333,Free State,26.9852422,26.9852422
2016,AUDA,FS183,Tswelopele,Total By Income Source,53447801,Free State,26.9852422,26.9852422
2016,AUDA,FS183,Tswelopele,Total By Customer Group,53447801,Free State,26.6081653,26.6081653
2016,AUDA,FS184,Matjhabeng,Total By Income Source,591257675,Free State,26.6081653,26.6081653
2016,AUDA,FS184,Matjhabeng,Total By Customer Group,591257675,Free State,25.4733554,25.4733554
2016,AUDA,FS185,Nala,Total By Income Source,398629779,Free State,25.4733554,25.4733554
2016,AUDA,FS185,Nala,Total By Customer Group,398629779,Free State,25.9467997,25.9467997
